Host Listings Count,Neighbourhood Group Cleansed,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy,Calculated host listings count,Reviews per Month,Name_Len,Name_Lang,Summary_Len,Summary_Lang,Space_Len,Space_Lang,Description_Len,Description_Lang,is_Thumbnail,is_HostAbout,is_ResponseInHours,Num_Host_Verifications,is_EntireHome,is_Bed,is_UpdatedToday
1.0,Arganzuela,40.40056647764652,-3.702001685594718,Apartment,EntireHome,2,1.0,1.0,1.0,35.0,,,1,0,1,0,0,0,0,9,96.0,10.0,10.0,9.0,10.0,8.0,9.0,flexible,1.0,0.42,22,False,220,False,0,False,220,False,False,False,False,4,True,True,False
1.0,Arganzuela,40.39957283487489,-3.702361306700685,Apartment,EntireHome,3,1.0,1.0,1.0,122.0,,,1,0,3,3,3,3,3,0,,,,,,,,flexible,1.0,,26,True,167,True,0,False,167,True,False,False,False,2,True,True,False
5.0,Centro,40.424024631175854,-3.707353813226956,Apartment,EntireHome,4,1.0,1.0,2.0,100.0,350.0,,2,10,1,16,40,66,156,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,5.0,2.0,35,False,229,False,420,False,1000,False,True,False,True,3,True,True,False
5.0,Centro,40.42240364387395,-3.708320458658904,Apartment,SharedRoom,4,1.0,1.0,4.0,19.0,100.0,,1,19,1,28,58,88,363,17,86.0,9.0,10.0,9.0,10.0,10.0,9.0,strict,5.0,1.82,44,True,181,True,421,True,1000,True,False,True,True,3,False,True,False
2.0,Centro,40.42333172096352,-3.702343322029392,Apartment,EntireHome,4,1.0,1.0,2.0,50.0,150.0,10.0,2,15,2,6,18,36,36,52,94.0,10.0,9.0,9.0,10.0,10.0,9.0,strict,2.0,7.09,42,False,255,False,123,False,959,False,True,False,True,3,True,True,False
2.0,Centro,40.42498698931833,-3.7100785146228064,House,PrivateRoom,2,1.0,1.0,1.0,45.0,350.0,17.0,1,5,2,4,13,23,266,79,98.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,5.66,29,True,249,True,564,True,1000,True,True,False,True,4,False,True,False
2.0,Centro,40.42493616101806,-3.702453307132004,Apartment,PrivateRoom,1,1.0,1.0,1.0,22.0,,,1,0,1,17,41,44,44,0,,,,,,,,moderate,2.0,,36,False,89,False,73,False,540,False,True,False,True,3,False,True,False
1.0,Centro,40.423304092363125,-3.706066854818897,Apartment,EntireHome,5,1.5,2.0,2.0,125.0,,,1,0,1,0,0,0,0,0,,,,,,,,flexible,1.0,,34,False,250,False,538,False,1000,False,False,False,False,2,True,True,False
46.0,Centro,40.421272820050575,-3.706436943534551,Apartment,EntireHome,8,2.0,4.0,4.0,110.0,,35.0,6,0,1,2,9,17,248,60,85.0,9.0,9.0,9.0,9.0,10.0,9.0,strict,46.0,4.43,29,False,225,False,649,False,1000,False,True,True,True,4,True,True,True
2.0,Centro,40.42365380981157,-3.705413870640573,Apartment,EntireHome,6,1.0,1.0,2.0,54.0,188.0,29.0,4,10,4,6,31,37,37,36,99.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,2.31,46,True,482,True,370,True,1000,True,True,True,True,6,True,True,True
11.0,Centro,40.41569158896744,-3.7077083180928647,Apartment,EntireHome,8,1.5,3.0,4.0,159.0,,25.0,2,15,1,9,26,47,322,6,100.0,9.0,10.0,10.0,10.0,10.0,10.0,strict,11.0,5.45,47,True,400,True,542,True,1000,True,True,True,True,6,True,True,True
10.0,Centro,40.419876530858446,-3.707594904549004,Apartment,EntireHome,8,2.0,3.0,6.0,180.0,150.0,50.0,4,14,3,11,25,37,312,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,10.0,2.05,50,True,264,True,352,True,1000,True,True,True,True,3,True,True,False
26.0,Centro,40.42011114434303,-3.707051255471616,Apartment,PrivateRoom,1,3.0,1.0,1.0,36.0,200.0,30.0,1,0,1,0,6,36,311,0,,,,,,,,strict,26.0,,22,True,257,True,323,True,1000,True,True,True,False,6,False,True,False
1.0,Centro,40.42493705159316,-3.710492430133366,Apartment,EntireHome,5,1.0,2.0,4.0,70.0,200.0,50.0,2,10,3,18,48,78,353,0,,,,,,,,strict,1.0,,35,False,490,False,438,False,1000,False,False,False,True,1,True,True,False
6.0,Centro,40.420449514623456,-3.702423541255445,Apartment,EntireHome,4,1.0,1.0,2.0,74.0,225.0,20.0,2,5,1,0,2,8,67,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,6.0,1.0,45,True,497,True,964,True,999,True,True,True,True,6,True,True,False
1.0,Centro,40.42054679715299,-3.7025119402520135,Apartment,EntireHome,3,1.0,1.0,2.0,64.0,,,2,15,1,5,11,11,11,38,97.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,1.0,2.2,32,True,249,True,763,True,1000,True,False,True,True,4,True,True,True
2.0,Centro,40.42408890630344,-3.702705531026552,Apartment,PrivateRoom,1,1.0,1.0,1.0,50.0,,5.0,1,0,1,30,60,90,365,8,94.0,10.0,9.0,10.0,10.0,10.0,9.0,flexible,2.0,0.43,24,False,225,True,560,True,1000,True,True,True,False,4,False,True,False
1.0,Centro,40.425483714998336,-3.7024593424406897,Apartment,EntireHome,4,2.0,1.0,2.0,150.0,,,1,0,3,11,27,49,324,10,98.0,10.0,9.0,10.0,10.0,10.0,10.0,flexible,1.0,0.8,31,True,237,True,518,True,930,True,False,False,False,3,True,True,False
51.0,Centro,40.42227452952859,-3.706438409492015,Apartment,EntireHome,4,1.0,1.0,2.0,77.0,200.0,32.0,1,10,4,14,30,51,326,4,90.0,9.0,10.0,9.0,9.0,10.0,9.0,moderate,51.0,0.11,12,False,230,False,1000,False,1000,False,True,True,True,4,True,True,True
1.0,Centro,40.42870072927009,-3.710030263993615,Apartment,PrivateRoom,1,1.0,1.0,1.0,28.0,,,1,0,1,0,0,0,0,0,,,,,,,,flexible,1.0,,30,False,233,False,0,False,233,False,True,False,False,2,False,True,False
1.0,Centro,40.42734141906168,-3.7088037063123656,Apartment,PrivateRoom,2,1.0,1.0,1.0,33.0,,10.0,1,0,3,6,16,31,248,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,2.3,34,True,207,True,427,True,1000,True,True,True,True,5,False,True,False
1.0,Centro,40.42274001401847,-3.702183493500992,Apartment,PrivateRoom,2,1.0,1.0,1.0,44.0,100.0,5.0,1,10,2,1,1,7,7,9,97.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,1.16,49,True,498,True,458,True,1000,True,True,True,True,6,False,True,False
1.0,Centro,40.42137102145976,-3.70209384848534,Apartment,EntireHome,3,1.0,1.0,1.0,55.0,,,2,10,1,2,10,26,84,54,89.0,9.0,9.0,10.0,9.0,10.0,9.0,strict,1.0,7.04,20,False,343,False,0,False,343,False,True,False,True,3,True,True,False
3.0,Centro,40.42739273153629,-3.703108666928022,Apartment,EntireHome,2,1.0,1.0,1.0,45.0,100.0,15.0,1,15,4,10,18,36,301,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,3.0,3.55,30,True,267,False,265,False,1000,False,True,True,True,3,True,True,False
2.0,Centro,40.42661706815206,-3.707402862074028,Apartment,EntireHome,2,1.0,0.0,1.0,65.0,100.0,,1,0,5,0,0,8,283,9,96.0,10.0,9.0,10.0,10.0,10.0,9.0,flexible,2.0,0.41,35,False,258,False,479,False,1000,False,True,True,True,3,True,True,True
1.0,Hortaleza,40.49368133291163,-3.6642935584950553,BedAndBreakfast,PrivateRoom,2,1.0,1.0,2.0,25.0,,,1,25,1,0,0,0,0,8,88.0,9.0,9.0,9.0,9.0,8.0,9.0,flexible,1.0,0.49,21,False,186,False,109,False,536,False,True,False,True,3,False,True,False
2.0,VillaVallecas,40.37716261621436,-3.6308840751430114,Apartment,EntireHome,2,1.0,0.0,1.0,49.0,,,1,0,2,24,54,84,359,0,,,,,,,,moderate,2.0,,31,False,203,False,0,False,203,False,False,False,False,6,True,True,False
1.0,VillaVallecas,40.38008970168045,-3.608947413878599,Other,PrivateRoom,2,1.0,1.0,2.0,30.0,,,1,0,1,28,58,88,363,1,,,,,,,,flexible,1.0,0.17,20,True,174,False,0,False,174,False,True,False,False,4,False,True,False
1.0,SanBlas,40.43974487237672,-3.6206585217149247,Apartment,EntireHome,5,2.0,1.0,2.0,75.0,200.0,30.0,2,8,2,22,52,82,172,0,,,,,,,,strict,1.0,,39,False,277,False,784,False,1000,False,True,False,True,2,True,True,False
1.0,Barajas,40.45566836315088,-3.593038343409896,Apartment,PrivateRoom,2,1.0,1.0,2.0,21.0,,7.0,1,10,1,20,50,80,171,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,5.0,48,True,327,False,191,False,704,False,True,False,True,3,False,True,False
1.0,Barajas,40.45725563068264,-3.5949069762534096,House,EntireHome,8,3.5,4.0,6.0,180.0,,,1,0,3,1,1,1,18,10,91.0,9.0,9.0,9.0,9.0,9.0,9.0,moderate,1.0,0.36,33,True,0,False,543,True,999,True,True,True,True,4,True,True,False
3.0,Barajas,40.45208245973648,-3.592095405478996,Apartment,PrivateRoom,1,1.0,1.0,1.0,20.0,,,1,0,1,12,41,71,72,22,92.0,9.0,9.0,10.0,9.0,10.0,10.0,flexible,3.0,8.35,50,False,474,False,88,False,765,False,True,False,True,3,False,True,False
3.0,Barajas,40.468888533247934,-3.576024933066073,Other,PrivateRoom,3,0.0,1.0,1.0,9.0,,,1,0,1,30,60,90,91,0,,,,,,,,strict,3.0,,27,True,311,True,0,False,311,True,False,True,True,4,False,True,False
15.0,Barajas,40.47357489475512,-3.577321065853247,Condominium,PrivateRoom,2,0.5,1.0,2.0,45.0,,,1,15,1,0,0,0,157,37,96.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,15.0,2.36,35,False,247,False,0,False,247,False,True,False,True,4,False,True,False
15.0,Barajas,40.47468310690524,-3.579183357299045,Condominium,PrivateRoom,4,0.5,1.0,2.0,55.0,,,2,25,1,0,0,0,157,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,15.0,0.75,29,False,246,False,0,False,246,False,True,False,True,4,False,True,False
1.0,CiudadLineal,40.43162193718391,-3.6526127060000793,Apartment,PrivateRoom,2,1.0,1.0,1.0,34.0,,,1,0,1,18,48,78,169,11,98.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,1.0,0.94,31,True,218,True,0,False,485,True,True,False,False,4,False,True,False
2.0,CiudadLineal,40.42636339135408,-3.656476096117444,Apartment,PrivateRoom,1,1.0,1.0,1.0,18.0,150.0,,1,0,1,0,0,5,31,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,2.0,0.03,30,False,368,True,714,True,1000,True,False,True,False,4,False,True,False
1.0,CiudadLineal,40.42497406366273,-3.633293487855995,Apartment,EntireHome,6,2.0,3.0,5.0,72.0,,20.0,3,10,2,11,34,64,323,18,93.0,10.0,10.0,10.0,10.0,9.0,9.0,moderate,1.0,1.33,29,True,244,True,52,False,244,True,True,False,False,3,True,True,False
1.0,CiudadLineal,40.433200738726335,-3.652324962189173,House,EntireHome,7,2.0,3.0,4.0,70.0,,30.0,2,10,2,14,40,65,340,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,1.19,32,False,390,False,224,False,1000,False,True,True,True,4,True,False,False
2.0,CiudadLineal,40.43714340924557,-3.640157445305532,BedAndBreakfast,PrivateRoom,1,1.0,1.0,1.0,25.0,,,1,0,1,7,37,67,342,17,87.0,9.0,9.0,10.0,10.0,8.0,9.0,flexible,2.0,0.91,18,False,241,False,276,False,1000,False,True,True,True,3,False,True,False
2.0,CiudadLineal,40.44234621943627,-3.638944359941192,House,PrivateRoom,2,1.0,1.0,1.0,24.0,,10.0,1,5,1,29,59,89,364,1,,,,,,,,moderate,2.0,0.04,32,False,229,False,10,False,10,False,True,True,True,4,False,True,False
1.0,CiudadLineal,40.435142697213145,-3.656498851989906,Apartment,PrivateRoom,1,1.0,1.0,1.0,70.0,,,1,0,30,28,58,88,363,0,,,,,,,,moderate,1.0,,26,False,143,False,0,False,143,False,False,False,False,2,False,True,False
1.0,CiudadLineal,40.45263364934199,-3.6612723005584,Apartment,EntireHome,4,2.0,2.0,3.0,85.0,175.0,20.0,1,0,2,0,4,34,213,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,0.35,29,False,250,False,597,False,1000,False,True,False,True,3,True,True,False
1.0,CiudadLineal,40.44886172280225,-3.657065107162901,Apartment,PrivateRoom,1,1.0,1.0,1.0,20.0,100.0,,1,0,1,29,59,89,89,0,,,,,,,,flexible,1.0,,50,True,469,False,69,False,919,False,False,True,False,3,False,True,False
2.0,CiudadLineal,40.45049400161386,-3.654653922694137,Condominium,PrivateRoom,2,1.0,1.0,1.0,42.0,,,1,0,2,26,56,65,125,2,80.0,10.0,8.0,10.0,10.0,10.0,9.0,moderate,2.0,0.5,41,False,455,False,177,False,785,False,True,True,True,7,False,True,False
2.0,CiudadLineal,40.46874410572426,-3.6683945814777417,Other,EntireHome,4,1.0,1.0,2.0,70.0,,,1,0,5,2,22,52,327,9,91.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,2.0,1.29,22,False,347,False,0,False,347,False,True,False,True,3,True,True,False
6.0,CiudadLineal,40.48412222767048,-3.669493359935169,Apartment,SharedRoom,2,1.0,1.0,4.0,26.0,,,1,14,2,30,60,90,365,2,20.0,2.0,2.0,8.0,4.0,6.0,2.0,flexible,6.0,0.18,18,False,250,False,0,False,250,False,True,True,True,4,False,True,False
2.0,Hortaleza,40.46212100098537,-3.626352684216675,Apartment,PrivateRoom,1,1.0,1.0,1.0,16.0,,,1,0,1,1,6,36,311,7,89.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,2.0,7.0,19,False,504,False,0,False,504,False,True,False,True,3,False,True,False
3.0,Hortaleza,40.45184813397985,-3.648602924419068,Other,PrivateRoom,1,1.0,1.0,1.0,35.0,100.0,10.0,1,10,2,0,0,10,224,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,3.0,0.27,41,False,492,False,79,False,967,False,True,False,True,6,False,True,False
1.0,Hortaleza,40.45783425998612,-3.64473295383776,House,PrivateRoom,3,1.0,1.0,2.0,40.0,,,1,15,1,22,41,71,219,0,,,,,,,,moderate,1.0,,21,True,320,True,0,False,335,True,True,False,True,6,False,True,False
1.0,Hortaleza,40.47359273666456,-3.650266492113246,Apartment,PrivateRoom,2,1.0,1.0,1.0,25.0,,,1,12,2,14,28,58,148,0,,,,,,,,flexible,1.0,,27,False,165,False,133,False,672,False,True,True,True,4,False,True,False
1.0,Hortaleza,40.469634382667486,-3.662409651071427,House,EntireHome,8,3.0,3.0,6.0,190.0,150.0,40.0,5,30,2,25,52,82,357,15,96.0,9.0,9.0,10.0,10.0,10.0,10.0,moderate,1.0,0.68,17,False,192,True,0,False,192,True,True,False,True,3,True,True,False
1.0,Villaverde,40.34227534629174,-3.688900096354268,Apartment,SharedRoom,1,0.5,1.0,1.0,20.0,,,1,0,1,29,59,89,364,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,1.0,0.65,25,False,134,False,0,False,134,False,True,False,False,3,False,True,False
1.0,Hortaleza,40.499445487973006,-3.652604635160492,Apartment,PrivateRoom,4,1.0,1.0,2.0,32.0,300.0,,1,15,1,22,52,82,357,15,93.0,10.0,9.0,10.0,10.0,9.0,9.0,flexible,1.0,1.35,20,False,238,True,209,True,820,True,True,True,True,5,False,True,False
4.0,Centro,40.413031524356064,-3.695674493460953,Apartment,EntireHome,4,1.0,1.0,2.0,30.0,100.0,30.0,1,0,2,2,2,2,2,57,89.0,9.0,9.0,9.0,9.0,10.0,9.0,strict,4.0,5.46,20,False,289,False,0,False,1000,False,True,True,True,3,True,True,True
1.0,Centro,40.41434159228014,-3.6971887478657126,Apartment,EntireHome,5,2.0,2.0,3.0,85.0,100.0,40.0,4,15,2,0,10,17,96,123,96.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.0,5.27,32,False,249,False,1000,True,1000,True,True,False,True,4,True,True,False
1.0,Centro,40.4134497659164,-3.698872224906477,Apartment,PrivateRoom,3,1.0,2.0,2.0,40.0,,,1,0,1,0,0,0,98,0,,,,,,,,moderate,1.0,,20,False,96,False,0,False,96,False,True,False,False,6,False,True,False
1.0,Centro,40.41605483973712,-3.70085382340547,House,EntireHome,4,1.0,1.0,1.0,68.0,150.0,24.0,2,10,2,10,23,53,143,10,92.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,3.57,44,False,374,True,374,True,1000,True,True,True,True,2,True,True,True
40.0,Centro,40.41639900821949,-3.6998336286270455,Apartment,EntireHome,4,2.0,3.0,3.0,180.0,700.0,140.0,1,0,3,5,24,51,326,22,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,37.0,0.92,33,True,212,False,0,False,443,False,True,False,True,4,True,True,True
164.0,Centro,40.41378157270184,-3.69845093633824,Apartment,EntireHome,6,1.0,2.0,3.0,120.0,200.0,50.0,2,10,2,18,35,55,330,0,,,,,,,,strict,145.0,,34,True,157,True,963,True,1000,True,False,True,True,3,True,True,True
164.0,Centro,40.41174243221802,-3.696733404167203,Apartment,EntireHome,4,1.0,1.0,3.0,80.0,200.0,40.0,2,10,2,2,4,4,254,2,90.0,10.0,9.0,10.0,9.0,10.0,9.0,strict,145.0,0.14,34,False,225,True,840,True,1000,True,False,True,True,3,True,True,True
1.0,Centro,40.41488772939484,-3.697755876992627,Apartment,EntireHome,2,1.0,1.0,1.0,83.0,100.0,20.0,1,0,3,0,0,0,265,72,98.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,2.6,34,True,268,True,1000,True,1000,True,False,True,True,5,True,True,False
4.0,Centro,40.41083858590803,-3.69530725963484,House,EntireHome,6,2.0,3.0,3.0,120.0,,,1,0,1,0,0,0,87,0,,,,,,,,flexible,4.0,,31,False,144,True,0,False,144,True,True,False,True,3,True,True,False
2.0,Centro,40.41257493825657,-3.695309155173232,Apartment,PrivateRoom,2,1.0,1.0,1.0,18.0,92.0,5.0,1,15,2,5,30,55,83,17,93.0,9.0,10.0,10.0,10.0,10.0,10.0,moderate,2.0,2.41,49,False,500,False,96,False,1000,False,True,False,True,5,False,True,True
1.0,Centro,40.4160206593416,-3.699313692538727,BedAndBreakfast,PrivateRoom,2,1.0,1.0,1.0,45.0,94.0,20.0,1,10,2,13,37,63,154,41,98.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,2.34,27,True,218,True,330,True,999,True,True,False,True,4,False,True,False
1.0,Centro,40.4123398337398,-3.69793531520557,Apartment,EntireHome,2,1.0,0.0,1.0,50.0,300.0,30.0,1,0,2,16,46,76,254,7,100.0,10.0,9.0,10.0,9.0,10.0,10.0,strict,1.0,1.76,30,False,428,False,220,False,1000,False,False,True,True,5,True,False,False
28.0,Centro,40.41518982896961,-3.700558881355781,Apartment,EntireHome,2,2.0,1.0,1.0,120.0,,100.0,1,0,5,0,0,2,92,2,100.0,10.0,10.0,10.0,10.0,9.0,8.0,strict,28.0,0.65,19,False,175,True,424,True,1000,True,False,True,True,5,True,True,True
5.0,Centro,40.41500411382964,-3.698082639666664,Apartment,EntireHome,3,1.0,1.0,2.0,65.0,100.0,25.0,2,10,3,7,16,35,310,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,4.0,0.15,33,True,211,True,1000,True,1000,True,False,True,True,3,True,True,False
142.0,Centro,40.41231444923833,-3.697892135777965,Apartment,EntireHome,2,1.0,1.0,1.0,124.0,,77.0,1,0,3,13,28,47,231,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,77.0,0.18,45,True,245,True,917,True,1000,True,False,True,True,6,True,True,True
164.0,Centro,40.41500173527815,-3.700489535718752,Apartment,EntireHome,2,1.0,0.0,1.0,90.0,200.0,40.0,1,0,2,23,48,75,350,2,90.0,10.0,9.0,8.0,9.0,10.0,9.0,strict,145.0,0.08,41,True,309,True,1000,True,1000,True,False,True,True,3,True,False,True
6.0,Centro,40.41450903668876,-3.69932264851948,Apartment,EntireHome,2,1.0,0.0,1.0,79.0,,,1,0,1,0,0,4,279,8,93.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,6.0,0.38,28,False,239,False,941,False,1000,False,False,False,False,3,True,True,False
39.0,Centro,40.41032809626438,-3.6935991857311694,Apartment,EntireHome,4,1.0,1.0,3.0,89.0,,,1,0,1,8,26,46,228,0,,,,,,,,flexible,29.0,,31,False,458,False,369,False,1000,False,True,False,True,3,True,True,True
1.0,Centro,40.415202222790846,-3.693936843951287,Condominium,EntireHome,2,1.0,1.0,1.0,60.0,,,1,0,1,0,0,0,0,0,,,,,,,,flexible,1.0,,34,True,229,True,0,False,229,True,True,False,False,4,True,True,False
2.0,Centro,40.41214954623153,-3.6960119740878334,Apartment,EntireHome,2,1.0,0.0,1.0,50.0,,,2,15,2,3,8,12,122,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,3.45,19,False,495,True,1000,True,1000,False,True,False,True,4,True,True,False
2.0,Centro,40.41318218586233,-3.695458621348592,Apartment,PrivateRoom,1,1.0,1.0,1.0,18.0,,,1,0,1,4,12,22,22,102,96.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,2.0,9.11,33,True,366,True,1000,True,1000,True,True,True,True,5,False,True,False
1.0,Centro,40.41541266686495,-3.698567754610184,Other,PrivateRoom,1,1.0,1.0,1.0,500.0,,,1,0,1,30,60,90,365,0,,,,,,,,moderate,1.0,,32,False,240,False,514,False,934,False,True,False,False,4,False,True,False
39.0,Centro,40.412143019757856,-3.6942149117334826,Apartment,EntireHome,4,1.0,1.0,4.0,89.0,,,1,0,1,8,26,46,320,0,,,,,,,,flexible,29.0,,31,True,458,False,369,False,1000,False,True,False,True,3,True,True,True
3.0,Centro,40.41147807325113,-3.69604978545088,Loft,EntireHome,3,1.0,1.0,2.0,82.0,,40.0,1,0,2,0,26,56,331,0,,,,,,,,strict,3.0,,45,True,488,True,200,True,1000,True,True,False,True,3,True,True,False
25.0,Centro,40.41731900280177,-3.697990155773141,Apartment,PrivateRoom,4,2.0,1.0,3.0,42.0,,12.0,2,28,1,16,46,66,341,127,91.0,9.0,9.0,9.0,9.0,10.0,9.0,strict,14.0,3.0,30,False,249,True,999,True,1000,True,True,True,True,4,False,True,False
2.0,Centro,40.41029479591956,-3.6926912462122914,Apartment,PrivateRoom,1,2.0,1.0,1.0,40.0,,12.0,1,0,2,22,52,75,75,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.0,0.85,48,False,463,False,900,False,1000,False,True,True,True,6,False,True,True
1.0,Centro,40.41232637471543,-3.6964883599173968,Apartment,EntireHome,8,2.0,4.0,6.0,135.0,150.0,60.0,6,25,3,5,19,38,288,132,95.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.0,2.57,34,True,523,True,370,True,1000,True,True,True,True,3,True,True,False
164.0,Centro,40.41418266558796,-3.694510887398582,Apartment,EntireHome,8,2.0,4.0,6.0,160.0,200.0,70.0,2,10,2,9,14,33,290,11,84.0,9.0,10.0,8.0,8.0,10.0,9.0,strict,145.0,1.57,44,False,298,False,0,False,298,False,True,True,True,3,True,True,True
1.0,Centro,40.42138003998903,-3.700864552591046,Apartment,PrivateRoom,2,1.0,1.0,2.0,21.0,,5.0,1,0,1,0,0,0,0,3,93.0,10.0,10.0,9.0,9.0,10.0,9.0,flexible,1.0,3.0,39,False,425,False,319,False,1000,False,True,True,True,8,False,True,False
1.0,Centro,40.422259977107046,-3.698912748911927,Apartment,EntireHome,2,1.0,1.0,1.0,55.0,,40.0,1,5,2,14,44,74,349,0,,,,,,,,strict,1.0,,11,True,151,False,0,False,151,False,False,False,True,1,True,True,False
10.0,Centro,40.42378104127541,-3.697331014763831,Apartment,EntireHome,2,1.0,0.0,1.0,45.0,,20.0,2,8,3,10,30,57,332,41,88.0,9.0,10.0,9.0,9.0,10.0,9.0,moderate,10.0,2.22,32,False,418,False,138,False,1000,False,True,True,True,4,True,True,True
1.0,Centro,40.42532811277921,-3.6987800067667127,Apartment,PrivateRoom,1,1.0,1.0,1.0,35.0,,,1,15,1,22,52,80,355,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,0.73,28,False,249,False,28,False,689,False,True,False,True,3,False,True,False
1.0,Centro,40.4265485012301,-3.7073277496781785,Apartment,EntireHome,2,1.0,1.0,1.0,66.0,,,1,0,2,1,31,61,151,12,98.0,10.0,9.0,10.0,10.0,10.0,10.0,strict,1.0,1.48,39,False,332,False,75,True,408,False,True,False,False,6,True,True,False
5.0,Centro,40.428455459234414,-3.709405451580114,Apartment,EntireHome,6,1.0,2.0,4.0,85.0,295.0,50.0,2,20,3,0,1,26,301,16,88.0,9.0,9.0,9.0,10.0,10.0,9.0,strict,4.0,0.67,35,False,249,True,620,True,1000,True,True,True,True,4,True,True,False
1.0,Centro,40.42716057717764,-3.708408331937808,Apartment,PrivateRoom,1,1.0,1.0,1.0,27.0,200.0,70.0,1,0,3,30,60,90,365,0,,,,,,,,strict,1.0,,15,False,283,False,193,False,1000,False,True,True,False,3,False,True,False
10.0,Centro,40.42265191075835,-3.7062265309365,House,PrivateRoom,2,1.0,1.0,1.0,29.0,,7.0,2,15,1,6,11,17,290,110,85.0,9.0,9.0,9.0,9.0,10.0,9.0,moderate,10.0,5.16,31,False,83,True,804,True,1000,True,True,False,True,2,False,True,False
2.0,Centro,40.42370950803689,-3.706941988446976,Apartment,PrivateRoom,2,1.0,1.0,1.0,27.0,,15.0,1,0,2,2,20,43,44,18,97.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,2.0,2.5,37,True,189,True,0,False,189,True,True,True,True,5,False,True,False
1.0,Centro,40.424297957440295,-3.706157080465084,Apartment,EntireHome,6,1.0,2.0,4.0,150.0,,,1,0,2,16,33,63,338,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,1.0,1.0,32,False,352,False,999,False,1000,False,True,False,True,10,True,True,False
1.0,Centro,40.42135616988319,-3.705232472829097,Apartment,EntireHome,4,1.0,1.0,2.0,99.0,150.0,25.0,2,18,1,7,22,43,318,19,98.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.0,3.93,49,True,351,True,947,True,1000,True,True,True,True,3,True,True,False
4.0,Centro,40.42289799404619,-3.700775950286841,Apartment,PrivateRoom,1,1.0,1.0,1.0,26.0,100.0,8.0,1,0,3,16,46,76,290,11,89.0,9.0,9.0,10.0,9.0,10.0,9.0,strict,4.0,1.58,30,True,226,True,189,True,416,True,True,True,True,5,False,True,True
1.0,Centro,40.42641124730594,-3.702655658206994,Apartment,EntireHome,4,1.0,2.0,3.0,80.0,100.0,40.0,2,0,2,3,6,15,103,27,96.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,1.0,3.32,33,True,489,True,501,True,1000,True,True,True,True,6,True,True,False
3.0,Centro,40.42755672759824,-3.7034300482386753,Apartment,PrivateRoom,1,1.5,1.0,1.0,35.0,,,1,0,1,0,0,0,0,0,,,,,,,,flexible,3.0,,26,False,248,False,0,False,248,False,True,False,False,5,False,True,False
4.0,Centro,40.42451891750951,-3.7041958455820234,Apartment,EntireHome,3,1.0,1.0,2.0,90.0,250.0,40.0,2,40,3,8,33,63,64,161,98.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,4.0,3.29,31,True,0,False,999,True,999,True,True,True,True,4,True,True,True
